SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate,SalesOrderNumber,PurchaseOrderNumber,BusinessEntityID,Name,SalesPersonID,Demographics,rowguid,SalesOrderID,RevisionNumber,SalesOrderNumber,PurchaseOrderNumber
43776,8,06/19/2011 0:00,07/01/2011 0:00,06/26/2011 0:00,5,1,SO43776,NULL,10-4030-013260,13260,NULL,8,15402,15402,1,10653,1231103Vi54892,253,3578.27,286.2616,89.4568,3953.9884,NULL,7D468137-4412-4BDE-BC27-EA17D07BB01E,6/26/2011 0:00,SO43776,NULL,522,Raw Materials Inc,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",4575F698-2FA1-409C-866F-0D688251499A,43776,8,SO43776,NULL
43777,8,06/19/2011 0:00,07/01/2011 0:00,06/26/2011 0:00,5,1,SO43777,NULL,10-4030-016515,16515,NULL,9,24873,24873,1,1850,734612Vi9613,249,3578.27,286.2616,89.4568,3953.9884,NULL,764526C9-3393-4B23-850D-F744944C00D3,6/26/2011 0:00,SO43777,NULL,524,Lots of Bikes Storehouse,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1990</Y",91D541E3-6BC1-4921-BC6A-2C13EB3F7C02,43777,8,SO43777,NULL
43778,8,06/19/2011 0:00,07/01/2011 0:00,06/26/2011 0:00,5,1,SO43778,NULL,10-4030-011018,11018,NULL,9,16433,16433,1,9930,735103Vi51096,249,3399.99,271.9992,84.9998,3756.989,NULL,2226D4B2-38A6-4F18-9925-77F36F8902E2,6/26/2011 0:00,SO43778,NULL,526,Futuristic Bikes,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1995</Year",41DFD0BA-E78E-4456-95EF-3595D32D7CA1,43778,8,SO43778,NULL
43779,8,06/19/2011 0:00,07/01/2011 0:00,06/26/2011 0:00,5,1,SO43779,NULL,10-4030-025252,25252,NULL,9,20850,20850,1,6901,235427Vi35948,249,699.0982,55.9279,17.4775,772.5036,NULL,6628447B-1958-48BF-B611-60B751FA8DAF,6/26/2011 0:00,SO43779,NULL,528,Parcel Express Delivery Service,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1979</Year",A4DAAAF3-0D24-491D-BD6F-3D0413A38F2D,43779,8,SO43779,NULL
43780,8,06/20/2011 0:00,07/02/2011 0:00,06/27/2011 0:00,5,1,SO43780,NULL,10-4030-011599,11599,NULL,7,25850,25850,1,17097,131108Vi88806,268,3578.27,286.2616,89.4568,3953.9884,NULL,8450AF5F-35E8-4085-A27F-7BD68A1393AC,6/27/2011 0:00,SO43780,NULL,530,Outdoor Distributors,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1974</Y",B7004ACE-63FA-4CAB-8057-8456750C2DC0,43780,8,SO43780,NULL
43781,8,06/20/2011 0:00,07/02/2011 0:00,06/27/2011 0:00,5,1,SO43781,NULL,10-4030-016495,16495,NULL,9,22857,22857,1,5269,634609Vi27549,262,3578.27,286.2616,89.4568,3953.9884,NULL,4BF0100B-0CC1-4FAF-ACE2-1A0A6748AAD6,6/27/2011 0:00,SO43781,NULL,532,North Bike Company,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened",DCA8E739-F0FE-490F-990B-2B116D82C77D,43781,8,SO43781,NULL
43782,8,06/20/2011 0:00,07/02/2011 0:00,06/27/2011 0:00,5,1,SO43782,NULL,10-4030-016516,16516,NULL,9,13386,13386,1,9916,1034613Vi51017,262,3578.27,286.2616,89.4568,3953.9884,NULL,82648EC2-CF59-46F6-8F89-434ED5E035FB,6/27/2011 0:00,SO43782,NULL,534,Prosperous Tours,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOp",A0EE7B0A-7741-4F37-BDEC-8D2206467FCE,43782,8,SO43782,NULL
43783,8,06/20/2011 0:00,07/02/2011 0:00,06/27/2011 0:00,5,1,SO43783,NULL,10-4030-016620,16620,NULL,9,26601,26601,1,4651,934630Vi24399,262,3578.27,286.2616,89.4568,3953.9884,NULL,4B963EE6-0B6E-4AD5-B778-A24757B6C1F2,6/27/2011 0:00,SO43783,NULL,536,Nonskid Tire Company,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>199",0E90C627-A250-4DBA-B891-B259DBE2CA6B,43783,8,SO43783,NULL
43784,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43784,NULL,10-4030-027667,27667,NULL,4,12491,12491,1,15794,1030202Vi81657,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,8D7E4809-DF6B-4B89-B92F-724FFB2BE7A2,6/28/2011 0:00,SO43784,NULL,538,Amalgamated Parts Shop,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened",0CE11724-2B7F-4490-94A4-7175F97D6D7F,43784,8,SO43784,NULL
43785,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43785,NULL,10-4030-011601,11601,NULL,7,17236,17236,1,3584,931114Vi18886,281,3578.27,286.2616,89.4568,3953.9884,NULL,3A9346F3-F9B0-4446-B336-82767FDA4371,6/28/2011 0:00,SO43785,NULL,540,Metro Bike Works,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</Y",B555436D-E4BE-4352-8144-5064A4D62964,43785,8,SO43785,NULL
43786,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43786,NULL,10-4030-011607,11607,NULL,7,23683,23683,1,12315,931126Vi63695,281,3578.27,286.2616,89.4568,3953.9884,NULL,24838E6C-11C1-4547-B8D8-1049DB94D2FB,6/28/2011 0:00,SO43786,NULL,542,Best o' Bikes,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1972</",73DCB69B-0B2E-492A-A8ED-852969C26787,43786,8,SO43786,NULL
43787,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43787,NULL,10-4030-029385,29385,NULL,8,29348,29348,1,NULL,NULL,279,3399.99,271.9992,84.9998,3756.989,NULL,ABA30B1E-AF5F-460F-BB5E-52C6E25EDE27,6/28/2011 0:00,SO43787,NULL,544,Painters Bicycle Specialists,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1998</YearOp",88EDC59C-1196-425A-8E7E-2286BF95A214,43787,8,SO43787,NULL
43788,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43788,NULL,10-4030-011239,11239,NULL,10,25489,25489,1,2999,431737Vi15728,282,3374.99,269.9992,84.3748,3729.364,NULL,C9B98E5B-98CB-43F1-9E12-D2256911F81B,6/28/2011 0:00,SO43788,NULL,546,Client Discount Store,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOp",C7615B39-9562-48DD-A81B-107914A3DD1F,43788,8,SO43788,NULL
43789,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43789,NULL,10-4030-025865,25865,NULL,1,21950,21950,1,13143,133257Vi68106,NULL,3374.99,269.9992,84.3748,3729.364,NULL,285D40C2-49E7-479C-966B-433B1BD5C02E,6/28/2011 0:00,SO43789,NULL,548,Eastside Sporting Goods,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>2000</",03189C8F-84CC-4207-92D4-4DA26EFDBB17,43789,8,SO43789,NULL
43790,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43790,NULL,10-4030-025857,25857,NULL,1,21871,21871,1,2574,733374Vi13410,NULL,3399.99,271.9992,84.9998,3756.989,NULL,82DA4F92-6E7B-4C70-8031-825E4D6DB3B4,6/28/2011 0:00,SO43790,NULL,550,Helmets and Cycles,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BM</BusinessType><YearOpened>1994</YearO",0EA0A15A-A2CD-4F25-A833-B31CAE39E783,43790,8,SO43790,NULL
43791,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43791,NULL,10-4030-016484,16484,NULL,9,11580,11580,1,2480,534606Vi12914,275,3578.27,286.2616,89.4568,3953.9884,NULL,7ECB76E0-86AE-403F-A10F-BA291A9A2284,6/28/2011 0:00,SO43791,NULL,552,Requisite Part Supply,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1988</YearOp",10E20A63-73CF-4A80-A678-3D829C108D43,43791,8,SO43791,NULL
43792,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43792,NULL,10-4030-016623,16623,NULL,9,14105,14105,1,3696,334631Vi19512,275,3578.27,286.2616,89.4568,3953.9884,NULL,CE94C6EF-FF67-4604-96B0-009272603CF3,6/28/2011 0:00,SO43792,NULL,554,Racks and Security Systems,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1976",4A3C505A-C5AE-4061-B376-67415EFCECBB,43792,8,SO43792,NULL
43793,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43793,NULL,10-4030-011000,11000,NULL,9,22601,22601,1,11981,735090Vi61907,275,3399.99,271.9992,84.9998,3756.989,NULL,A95BFAFE-7543-43F7-A890-9AD41D4E6E5E,6/28/2011 0:00,SO43793,NULL,556,Mechanical Products Ltd.,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</Yea",CAAD1F0F-E7D6-47E6-A124-788B1A9426F7,43793,8,SO43793,NULL
43794,8,06/21/2011 0:00,07/03/2011 0:00,06/28/2011 0:00,5,1,SO43794,NULL,10-4030-011029,11029,NULL,9,24713,24713,1,103,735108Vi576,275,3399.99,271.9992,84.9998,3756.989,NULL,B98F56BD-5532-4FEA-A8FC-8011ECD96A07,6/28/2011 0:00,SO43794,NULL,558,Commendable Bikes,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1974</YearOp",EB847E4A-B183-4385-8DE1-57C39D4D3304,43794,8,SO43794,NULL
43795,8,06/22/2011 0:00,07/04/2011 0:00,06/29/2011 0:00,5,1,SO43795,NULL,10-4030-027615,27615,NULL,4,12290,12290,1,10180,330297Vi52533,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,1AB2B20A-6BC9-4097-B380-489FAFDD1AD0,6/29/2011 0:00,SO43795,NULL,560,Online Bike Sellers,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1982",35EBF652-E9FC-490C-902D-304E4D112ED9,43795,8,SO43795,NULL
43796,8,06/22/2011 0:00,07/04/2011 0:00,06/29/2011 0:00,5,1,SO43796,NULL,10-4030-017956,17956,NULL,7,11860,11860,1,14408,630398Vi74678,294,699.0982,55.9279,17.4775,772.5036,NULL,8ECC65D3-F694-4491-AEED-AD3891F0B85A,6/29/2011 0:00,SO43796,NULL,562,Custom Accessories Company,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1998</YearOp",77BBDDB3-3FC7-4BE6-9F90-18083F0DDAF8,43796,8,SO43796,NULL
43797,8,06/22/2011 0:00,07/04/2011 0:00,06/29/2011 0:00,5,1,SO43797,NULL,10-4030-016345,16345,NULL,9,11578,11578,1,3803,533967Vi20009,288,3578.27,286.2616,89.4568,3953.9884,NULL,748920DE-6C71-45CA-A71A-417DE701B2E2,6/29/2011 0:00,SO43797,NULL,564,Unusual Bicycle Company,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>199",C7B796A1-F605-4236-B784-1D1A2C3F2B7E,43797,8,SO43797,NULL
43798,8,06/22/2011 0:00,07/04/2011 0:00,06/29/2011 0:00,5,1,SO43798,NULL,10-4030-016521,16521,NULL,9,17493,17493,1,15729,434618Vi81298,288,3578.27,286.2616,89.4568,3953.9884,NULL,9BC36686-9653-4D73-91D7-420CD2C8F112,6/29/2011 0:00,SO43798,NULL,566,Courteous Bicycle Specialists,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1982<",62032F02-08F9-4766-8FC2-9EAD345AEEC6,43798,8,SO43798,NULL
43799,8,06/22/2011 0:00,07/04/2011 0:00,06/29/2011 0:00,5,1,SO43799,NULL,10-4030-016636,16636,NULL,9,23813,23813,1,10936,534635Vi56412,288,3578.27,286.2616,89.4568,3953.9884,NULL,251A8221-64EC-4C45-82FB-73693071529B,6/29/2011 0:00,SO43799,NULL,568,Hobby Store,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1976</YearOpen",4D72976F-7A2F-499D-84BA-EA5FD79D0D14,43799,8,SO43799,NULL
43800,8,06/23/2011 0:00,07/05/2011 0:00,06/30/2011 0:00,5,1,SO43800,NULL,10-4030-021710,21710,NULL,6,16244,16244,1,1500,830289Vi7733,303,3578.27,286.2616,89.4568,3953.9884,NULL,46CD4997-1031-482B-8EAB-4F1FECCCBEE1,6/30/2011 0:00,SO43800,NULL,570,Professional Cycle Store,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>1970</",8C1F3E35-1A21-4FF8-8256-7433C6591D10,43800,8,SO43800,NULL
43801,8,06/23/2011 0:00,07/05/2011 0:00,06/30/2011 0:00,5,1,SO43801,NULL,10-4030-013583,13583,NULL,10,22676,22676,1,10067,331102Vi51847,308,3578.27,286.2616,89.4568,3953.9884,NULL,4449B819-B1D7-4D26-9E9F-209763605DC7,6/30/2011 0:00,SO43801,NULL,572,Bike Universe,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</Year",5414845A-DB08-45C9-8160-1762390DB768,43801,8,SO43801,NULL
43802,8,06/23/2011 0:00,07/05/2011 0:00,06/30/2011 0:00,5,1,SO43802,NULL,10-4030-011593,11593,NULL,7,15981,15981,1,15557,531106Vi80372,307,3578.27,286.2616,89.4568,3953.9884,NULL,D47FAD1F-32BC-4B93-B73E-B1C4BA087C07,6/30/2011 0:00,SO43802,NULL,574,Fifth Bike Store,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>2001</Y",8DB66E19-FC69-45B1-888B-63D253ED6A8F,43802,8,SO43802,NULL
43803,8,06/24/2011 0:00,07/06/2011 0:00,07/01/2011 0:00,5,1,SO43803,NULL,10-4030-021741,21741,NULL,6,17092,17092,1,2467,1230187Vi12850,316,3578.27,286.2616,89.4568,3953.9884,NULL,6AADD0B2-FA38-4D83-AAE4-97EC98176F3E,7/1/2011 0:00,SO43803,NULL,576,Independent Outlet,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened",D888B41F-0F06-4E08-B871-B4FD6F9E22CF,43803,8,SO43803,NULL
43804,8,06/24/2011 0:00,07/06/2011 0:00,07/01/2011 0:00,5,1,SO43804,NULL,10-4030-013585,13585,NULL,10,18048,18048,1,13404,731109Vi69430,321,3578.27,286.2616,89.4568,3953.9884,NULL,6FAD5FB1-7720-412A-A592-65571A39AE76,7/1/2011 0:00,SO43804,NULL,578,Rambling Tours,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1990<",59763192-45A0-42F9-A4F2-8ECF595DB261,43804,8,SO43804,NULL
43805,8,06/24/2011 0:00,07/06/2011 0:00,07/01/2011 0:00,5,1,SO43805,NULL,10-4030-014510,14510,NULL,1,26084,26084,1,7010,433792Vi36450,NULL,699.0982,55.9279,17.4775,772.5036,NULL,72C04DF5-3142-48ED-ACC0-CCB70A73D834,7/1/2011 0:00,SO43805,NULL,580,Farthest Bike Store,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1987</Year",0E3F4F5A-5DEE-4B0A-A5A5-C524F74156EA,43805,8,SO43805,NULL
43806,8,06/24/2011 0:00,07/06/2011 0:00,07/01/2011 0:00,5,1,SO43806,NULL,10-4030-016523,16523,NULL,9,26735,26735,1,15755,1234620Vi81457,314,3578.27,286.2616,89.4568,3953.9884,NULL,0B7FF8B1-1333-4566-B764-B821F8584117,7/1/2011 0:00,SO43806,NULL,582,Excellent Bikes,288,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1992</Yea",CBC9BE9E-5422-411C-B3EF-A301BE4AE107,43806,8,SO43806,NULL
43807,8,06/25/2011 0:00,07/07/2011 0:00,07/02/2011 0:00,5,1,SO43807,NULL,10-4030-011611,11611,NULL,7,15499,15499,1,16891,1231127Vi87546,333,3578.27,286.2616,89.4568,3953.9884,NULL,C701E2A6-D540-4C85-984B-F3CA5BA217BD,7/2/2011 0:00,SO43807,NULL,584,Curbside Universe,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1984",3C49DDE5-C64C-4456-8B4A-AA9E1ECC9C2F,43807,8,SO43807,NULL
43808,8,06/25/2011 0:00,07/07/2011 0:00,07/02/2011 0:00,5,1,SO43808,NULL,10-4030-013259,13259,NULL,8,24940,24940,1,10353,932137Vi53430,331,3578.27,286.2616,89.4568,3953.9884,NULL,C1778314-2EE3-45F6-8C55-64C6257D3D3A,7/2/2011 0:00,SO43808,NULL,586,Alternative Vehicles,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened",A8C079A5-40CB-4707-B88D-25B0FFA42664,43808,8,SO43808,NULL
43809,8,06/25/2011 0:00,07/07/2011 0:00,07/02/2011 0:00,5,1,SO43809,NULL,10-4030-016350,16350,NULL,9,12891,12891,1,14752,134601Vi76444,327,3578.27,286.2616,89.4568,3953.9884,NULL,B22487BA-5F20-4A95-AE2E-41FC13E6AC57,7/2/2011 0:00,SO43809,NULL,588,Channel Outlet,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>199",70703845-FB8A-40A5-974F-D54B46943647,43809,8,SO43809,NULL
43810,8,06/25/2011 0:00,07/07/2011 0:00,07/02/2011 0:00,5,1,SO43810,NULL,10-4030-011004,11004,NULL,9,20971,20971,1,12777,835094Vi66068,327,3399.99,271.9992,84.9998,3756.989,NULL,D09FE167-A2D8-4572-B5A8-19230E99122B,7/2/2011 0:00,SO43810,NULL,590,Full Sports Supply,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1986</YearOp",8CFF03DD-D8EC-4595-92C2-91B5E97957A3,43810,8,SO43810,NULL
43811,8,06/25/2011 0:00,07/07/2011 0:00,07/02/2011 0:00,5,1,SO43811,NULL,10-4030-011026,11026,NULL,9,11877,11877,1,8888,1235105Vi45830,327,3399.99,271.9992,84.9998,3756.989,NULL,179E2F72-6928-43D5-B276-1F8B41226CD6,7/2/2011 0:00,SO43811,NULL,592,Retail Mall,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1977",7DA72678-7F78-49F9-981D-29F073C024CE,43811,8,SO43811,NULL
43812,8,06/26/2011 0:00,07/08/2011 0:00,07/03/2011 0:00,5,1,SO43812,NULL,10-4030-027662,27662,NULL,4,13852,13852,1,7442,930198Vi38606,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,2B214C28-8A52-4E8F-9D82-3049BF3795D1,7/3/2011 0:00,SO43812,NULL,594,Racing Store,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1987</YearOp",87EACF60-34F0-444A-8291-DB255FE388D2,43812,8,SO43812,NULL
43813,8,06/26/2011 0:00,07/08/2011 0:00,07/03/2011 0:00,5,1,SO43813,NULL,10-4030-028390,28390,NULL,7,16896,16896,1,10022,431738Vi51601,346,3374.99,269.9992,84.3748,3729.364,NULL,C609E786-5B77-48E3-A1C8-77355F5DED15,7/3/2011 0:00,SO43813,NULL,596,Metro Metals Co.,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>197",FA71E13B-B051-4F12-A280-F69ECD6AF1DB,43813,8,SO43813,NULL
43814,8,06/26/2011 0:00,07/08/2011 0:00,07/03/2011 0:00,5,1,SO43814,NULL,10-4030-025866,25866,NULL,1,21939,21939,1,1085,833258Vi5404,NULL,3374.99,269.9992,84.3748,3729.364,NULL,7BD75954-EC0D-4E4E-8629-2AA050A69CAC,7/3/2011 0:00,SO43814,NULL,598,Sheet Metal Manufacturing,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1997<",A909C7ED-04A5-4138-AB83-C9E739AA28AE,43814,8,SO43814,NULL
